1626694862.000000, 1626694862.000000, 1626694862.000000
32.000000, 32.000000, 32.000000
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
18,5,59
19,5,59
19,5,59
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
18,5,59
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,59
19,5,59
19,5,59
19,5,60
20,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
18,5,59
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,59
19,5,59
19,5,59
19,5,60
19,5,59
19,5,59
19,5,59
19,5,59
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,59
19,5,59
19,5,60
19,5,60
19,5,60
19,5,59
19,5,59
19,5,59
19,5,59
19,5,60
19,5,60
19,5,59
19,5,60
19,5,59
19,5,59
19,5,59
19,5,60
19,5,59
19,5,60
19,5,59
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
19,5,60
19,5,60
19,5,59
19,5,60
18,5,59
20,5,60
19,5,59
19,5,59
19,5,60
18,5,59
18,5,60
19,5,60
19,5,60
